BatchID,DrugID,Quantity,ExpiryDate,DaysToExpiry,ExpiryRisk,DataSource,DataStatus,OperationalUse
B000697,D0014,47.0,2028-04-13,581,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000698,D0026,50.0,2028-04-15,583,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000699,D0048,414.0,2028-04-17,585,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000700,D0027,449.0,2027-10-13,398,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000701,D0038,133.0,2026-10-20,40,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000702,D0030,56.0,2028-04-24,592,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000703,D0024,107.0,2027-04-26,228,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000704,D0006,108.0,2027-04-26,228,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000705,D0010,51.0,2027-04-27,229,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000706,D0028,50.0,2027-10-20,405,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000707,D0033,50.0,2027-04-28,230,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000708,D0042,455.0,2028-04-27,595,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000709,D0041,53.0,2026-10-26,46,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000710,D0016,389.0,2026-10-27,47,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000711,D0007,162.0,2029-05-01,964,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000712,D0018,426.0,2028-05-03,601,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000713,D0037,52.0,2026-10-31,51,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000714,D0039,53.0,2029-05-03,966,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000715,D0009,319.0,2027-05-05,237,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000716,D0050,187.0,2027-10-27,412,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000717,D0047,52.0,2029-05-05,968,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000718,D0003,137.0,2026-11-04,55,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000719,D0044,50.0,2026-11-06,57,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000720,D0001,364.0,2027-11-02,418,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000721,D0043,455.0,2026-11-07,58,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000722,D0022,50.0,2026-11-08,59,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000723,D0034,95.0,2027-05-14,246,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000724,D0008,50.0,2027-11-09,425,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000725,D0011,279.0,2028-05-17,615,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000726,D0021,426.0,2028-05-19,617,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000727,D0032,178.0,2029-05-20,983,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000728,D0049,88.0,2028-05-20,618,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000729,D0029,257.0,2027-05-23,255,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000730,D0038,155.0,2026-11-19,70,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000731,D0046,218.0,2027-11-16,432,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000732,D0005,318.0,2028-06-02,631,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000733,D0035,296.0,2028-06-04,633,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000734,D0048,414.0,2028-06-04,633,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000735,D0040,50.0,2028-06-06,635,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000736,D0027,372.0,2027-11-29,445,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000737,D0017,50.0,2029-06-07,1001,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000738,D0014,50.0,2028-06-08,637,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000739,D0024,107.0,2027-06-09,272,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000740,D0031,50.0,2028-06-11,640,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000741,D0010,51.0,2027-06-12,275,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000742,D0041,53.0,2026-12-09,90,HIGH,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000743,D0001,400.0,2027-12-04,450,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000744,D0042,455.0,2028-06-11,640,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000745,D0016,389.0,2026-12-13,94,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000746,D0030,48.0,2028-06-17,646,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000747,D0007,162.0,2029-06-17,1011,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000748,D0009,319.0,2027-06-22,285,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000749,D0006,108.0,2027-06-24,287,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000750,D0003,137.0,2026-12-22,103,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000751,D0050,187.0,2027-12-19,465,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000752,D0018,426.0,2028-06-28,657,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000753,D0045,50.0,2029-07-04,1028,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000754,D0039,53.0,2029-07-06,1030,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000755,D0043,421.0,2027-01-03,115,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000756,D0029,257.0,2027-07-07,300,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000757,D0034,95.0,2027-07-08,301,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000758,D0021,426.0,2028-07-09,668,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000759,D0047,52.0,2029-07-09,1033,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000760,D0037,52.0,2027-01-06,118,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000761,D0027,449.0,2028-01-04,481,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000762,D0049,88.0,2028-07-15,674,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000763,D0022,50.0,2027-01-13,125,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000764,D0026,50.0,2028-07-16,675,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000765,D0046,218.0,2028-01-11,488,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000766,D0008,50.0,2028-01-11,488,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000767,D0011,279.0,2028-07-20,679,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000768,D0033,50.0,2027-07-22,315,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000769,D0038,155.0,2027-01-18,130,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000770,D0032,178.0,2029-07-24,1048,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000771,D0005,318.0,2028-07-25,684,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000772,D0035,296.0,2028-07-27,686,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000773,D0024,107.0,2027-07-30,323,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000774,D0041,53.0,2027-01-29,141,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000775,D0010,51.0,2027-08-05,329,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000776,D0001,322.0,2028-01-29,506,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000777,D0016,335.0,2027-02-07,150,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000778,D0017,46.0,2029-08-11,1066,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000779,D0013,50.0,2027-08-12,336,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000780,D0048,414.0,2028-08-12,702,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000781,D0042,455.0,2028-08-13,703,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000782,D0007,162.0,2029-08-16,1071,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000783,D0030,56.0,2028-08-17,707,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000784,D0009,319.0,2027-08-23,347,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000785,D0006,88.0,2027-08-24,348,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000786,D0014,50.0,2028-08-28,718,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000787,D0003,137.0,2027-02-25,168,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000788,D0043,388.0,2027-03-02,173,MEDIUM,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000789,D0039,49.0,2029-09-03,1089,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000790,D0021,426.0,2028-09-04,725,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000791,D0050,187.0,2028-02-29,537,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
B000792,D0029,257.0,2027-09-08,363,LOW,SIMULATED_REEM_V2,DEVELOPMENT,PROHIBITED
