MovementID,Timestamp,DrugID,BatchID,MovementType,Quantity,ReferenceID,DataSource,DataStatus,NotOperationalEvidence
M000035074,2025-09-08T08:00:00,D0027,B000536,SALE,-4,SALE00034558,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035075,2025-09-08T20:24:00,D0029,B000527,SALE,-3,SALE00034559,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035076,2025-09-08T10:08:00,D0031,B000482,SALE,-1,SALE00034560,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035077,2025-09-08T12:52:00,D0032,B000566,SALE,-3,SALE00034561,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035078,2025-09-08T13:09:00,D0034,B000528,SALE,-2,SALE00034562,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035079,2025-09-08T08:50:00,D0035,B000538,SALE,-5,SALE00034563,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035080,2025-09-08T15:02:00,D0037,B000551,SALE,-1,SALE00034564,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035081,2025-09-08T15:27:00,D0038,B000552,SALE,-2,SALE00034565,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035082,2025-09-08T20:30:00,D0041,B000547,SALE,-1,SALE00034566,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035083,2025-09-08T20:02:00,D0042,B000548,SALE,-14,SALE00034567,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035084,2025-09-08T21:12:00,D0043,B000549,SALE,-4,SALE00034568,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035085,2025-09-08T09:53:00,D0044,B000468,SALE,-1,SALE00034569,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035086,2025-09-08T19:55:00,D0046,B000543,SALE,-3,SALE00034570,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035087,2025-09-08T21:30:00,D0048,B000555,SALE,-7,SALE00034571,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035088,2025-09-08T12:35:00,D0049,B000553,SALE,-1,SALE00034572,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035089,2025-09-08T21:12:00,D0050,B000565,SALE,-2,SALE00034573,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035090,2025-09-09T13:31:00,D0001,B000554,SALE,-8,SALE00034574,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035091,2025-09-09T18:00:00,D0003,B000545,SALE,-3,SALE00034575,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035092,2025-09-09T18:50:00,D0004,B000004,SALE,-1,SALE00034576,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035093,2025-09-09T21:00:00,D0005,B000533,SALE,-3,SALE00034577,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035094,2025-09-09T13:03:00,D0006,B000563,SALE,-1,SALE00034578,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035095,2025-09-09T13:44:00,D0007,B000558,SALE,-2,SALE00034579,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035096,2025-09-09T08:02:00,D0008,B000530,SALE,-1,SALE00034580,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035097,2025-09-09T16:46:00,D0009,B000544,SALE,-6,SALE00034581,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035098,2025-09-09T20:43:00,D0011,B000535,SALE,-3,SALE00034582,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035099,2025-09-09T08:45:00,D0016,B000564,SALE,-6,SALE00034583,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035100,2025-09-09T17:24:00,D0017,B000550,SALE,-1,SALE00034584,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035101,2025-09-09T19:07:00,D0018,B000560,SALE,-4,SALE00034585,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035102,2025-09-09T15:18:00,D0021,B000556,SALE,-8,SALE00034586,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035103,2025-09-09T09:10:00,D0024,B000539,SALE,-2,SALE00034587,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035104,2025-09-09T09:18:00,D0027,B000536,SALE,-8,SALE00034588,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035105,2025-09-09T09:02:00,D0028,B000028,SALE,-1,SALE00034589,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035106,2025-09-09T13:47:00,D0029,B000527,SALE,-3,SALE00034590,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035107,2025-09-09T18:35:00,D0030,B000546,SALE,-1,SALE00034591,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035108,2025-09-09T21:05:00,D0032,B000566,SALE,-3,SALE00034592,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035109,2025-09-09T10:34:00,D0034,B000528,SALE,-1,SALE00034593,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035110,2025-09-09T14:11:00,D0035,B000538,SALE,-3,SALE00034594,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035111,2025-09-09T18:34:00,D0037,B000551,SALE,-1,SALE00034595,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035112,2025-09-09T20:21:00,D0038,B000552,SALE,-2,SALE00034596,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035113,2025-09-09T09:47:00,D0041,B000547,SALE,-1,SALE00034597,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035114,2025-09-09T10:48:00,D0042,B000548,SALE,-5,SALE00034598,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035115,2025-09-09T09:43:00,D0043,B000549,SALE,-5,SALE00034599,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035116,2025-09-09T12:29:00,D0045,B000487,SALE,-1,SALE00034600,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035117,2025-09-09T13:19:00,D0046,B000543,SALE,-3,SALE00034601,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035118,2025-09-09T17:04:00,D0047,B000561,SALE,-1,SALE00034602,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035119,2025-09-09T17:59:00,D0048,B000555,SALE,-6,SALE00034603,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035120,2025-09-09T18:04:00,D0049,B000553,SALE,-3,SALE00034604,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035121,2025-09-09T10:42:00,D0050,B000565,SALE,-3,SALE00034605,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035122,2025-09-10,D0027,B000567,PURCHASE_RECEIPT,449,P0000514,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035123,2025-09-10T12:30:00,D0001,B000554,SALE,-7,SALE00034606,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035124,2025-09-10T11:35:00,D0003,B000545,SALE,-2,SALE00034607,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035125,2025-09-10T09:48:00,D0004,B000004,SALE,-1,SALE00034608,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035126,2025-09-10T21:18:00,D0005,B000533,SALE,-4,SALE00034609,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035127,2025-09-10T11:23:00,D0007,B000558,SALE,-2,SALE00034610,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035128,2025-09-10T08:23:00,D0009,B000544,SALE,-4,SALE00034611,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035129,2025-09-10T19:33:00,D0010,B000541,SALE,-1,SALE00034612,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035130,2025-09-10T17:17:00,D0011,B000535,SALE,-4,SALE00034613,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035131,2025-09-10T21:52:00,D0014,B000518,SALE,-1,SALE00034614,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035132,2025-09-10T10:44:00,D0016,B000564,SALE,-6,SALE00034615,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035133,2025-09-10T08:46:00,D0017,B000550,SALE,-1,SALE00034616,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035134,2025-09-10T15:38:00,D0018,B000560,SALE,-7,SALE00034617,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035135,2025-09-10T13:47:00,D0019,B000486,SALE,-1,SALE00034618,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035136,2025-09-10T18:23:00,D0021,B000556,SALE,-5,SALE00034619,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035137,2025-09-10T21:37:00,D0024,B000539,SALE,-1,SALE00034620,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035138,2025-09-10T18:48:00,D0027,B000567,SALE,-7,SALE00034621,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035139,2025-09-10T20:49:00,D0028,B000028,SALE,-1,SALE00034622,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035140,2025-09-10T12:05:00,D0029,B000527,SALE,-4,SALE00034623,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035141,2025-09-10T16:16:00,D0030,B000546,SALE,-1,SALE00034624,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035142,2025-09-10T20:21:00,D0032,B000566,SALE,-2,SALE00034625,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035143,2025-09-10T09:59:00,D0034,B000528,SALE,-1,SALE00034626,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035144,2025-09-10T16:38:00,D0035,B000538,SALE,-2,SALE00034627,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035145,2025-09-10T21:15:00,D0037,B000551,SALE,-1,SALE00034628,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035146,2025-09-10T17:09:00,D0038,B000552,SALE,-3,SALE00034629,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035147,2025-09-10T20:31:00,D0039,B000557,SALE,-1,SALE00034630,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035148,2025-09-10T19:34:00,D0042,B000548,SALE,-9,SALE00034631,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035149,2025-09-10T09:57:00,D0043,B000549,SALE,-5,SALE00034632,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035150,2025-09-10T09:27:00,D0046,B000543,SALE,-2,SALE00034633,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035151,2025-09-10T16:35:00,D0048,B000555,SALE,-5,SALE00034634,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035152,2025-09-10T17:28:00,D0049,B000553,SALE,-1,SALE00034635,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035153,2025-09-10T21:40:00,D0050,B000565,SALE,-2,SALE00034636,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035154,2025-09-11,D0026,B000568,PURCHASE_RECEIPT,50,P0000517,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035155,2025-09-11,D0034,B000569,PURCHASE_RECEIPT,78,P0000521,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035156,2025-09-11T14:35:00,D0001,B000554,SALE,-7,SALE00034637,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035157,2025-09-11T19:35:00,D0002,B000002,SALE,-1,SALE00034638,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035158,2025-09-11T08:18:00,D0003,B000545,SALE,-1,SALE00034639,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035159,2025-09-11T16:48:00,D0004,B000004,SALE,-1,SALE00034640,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035160,2025-09-11T18:10:00,D0005,B000533,SALE,-4,SALE00034641,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035161,2025-09-11T20:34:00,D0006,B000563,SALE,-1,SALE00034642,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035162,2025-09-11T14:21:00,D0007,B000558,SALE,-3,SALE00034643,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035163,2025-09-11T18:44:00,D0008,B000530,SALE,-1,SALE00034644,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035164,2025-09-11T08:26:00,D0009,B000544,SALE,-2,SALE00034645,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035165,2025-09-11T13:04:00,D0010,B000541,SALE,-1,SALE00034646,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035166,2025-09-11T10:10:00,D0011,B000535,SALE,-3,SALE00034647,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035167,2025-09-11T16:06:00,D0016,B000564,SALE,-5,SALE00034648,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035168,2025-09-11T08:19:00,D0017,B000550,SALE,-1,SALE00034649,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035169,2025-09-11T19:24:00,D0018,B000560,SALE,-7,SALE00034650,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035170,2025-09-11T13:48:00,D0019,B000486,SALE,-1,SALE00034651,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035171,2025-09-11T19:06:00,D0020,B000562,SALE,-1,SALE00034652,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035172,2025-09-11T08:00:00,D0021,B000556,SALE,-6,SALE00034653,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035173,2025-09-11T20:56:00,D0024,B000539,SALE,-2,SALE00034654,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035174,2025-09-11T08:13:00,D0025,B000025,SALE,-1,SALE00034655,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035175,2025-09-11T15:49:00,D0026,B000568,SALE,-1,SALE00034656,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035176,2025-09-11T15:51:00,D0027,B000567,SALE,-4,SALE00034657,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035177,2025-09-11T10:24:00,D0029,B000527,SALE,-4,SALE00034658,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035178,2025-09-11T13:52:00,D0030,B000546,SALE,-1,SALE00034659,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035179,2025-09-11T17:40:00,D0032,B000566,SALE,-3,SALE00034660,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035180,2025-09-11T16:34:00,D0034,B000569,SALE,-1,SALE00034661,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035181,2025-09-11T20:36:00,D0035,B000538,SALE,-3,SALE00034662,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035182,2025-09-11T19:00:00,D0038,B000552,SALE,-3,SALE00034663,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035183,2025-09-11T20:01:00,D0041,B000547,SALE,-1,SALE00034664,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035184,2025-09-11T13:32:00,D0042,B000548,SALE,-5,SALE00034665,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035185,2025-09-11T16:40:00,D0043,B000549,SALE,-5,SALE00034666,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035186,2025-09-11T15:43:00,D0046,B000543,SALE,-3,SALE00034667,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035187,2025-09-11T14:33:00,D0047,B000561,SALE,-1,SALE00034668,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035188,2025-09-11T13:26:00,D0048,B000555,SALE,-4,SALE00034669,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035189,2025-09-11T17:09:00,D0049,B000553,SALE,-1,SALE00034670,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035190,2025-09-11T12:14:00,D0050,B000565,SALE,-2,SALE00034671,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035191,2025-09-12,D0029,B000570,PURCHASE_RECEIPT,257,P0000512,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035192,2025-09-12T19:46:00,D0001,B000554,SALE,-4,SALE00034672,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035193,2025-09-12T11:19:00,D0003,B000545,SALE,-2,SALE00034673,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035194,2025-09-12T15:36:00,D0005,B000533,SALE,-4,SALE00034674,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035195,2025-09-12T14:08:00,D0006,B000563,SALE,-1,SALE00034675,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035196,2025-09-12T21:47:00,D0007,B000558,SALE,-2,SALE00034676,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035197,2025-09-12T19:23:00,D0008,B000530,SALE,-1,SALE00034677,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035198,2025-09-12T08:03:00,D0009,B000544,SALE,-4,SALE00034678,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035199,2025-09-12T11:59:00,D0010,B000541,SALE,-1,SALE00034679,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035200,2025-09-12T18:15:00,D0011,B000535,SALE,-3,SALE00034680,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035201,2025-09-12T19:53:00,D0013,B000013,SALE,-1,SALE00034681,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035202,2025-09-12T08:21:00,D0016,B000564,SALE,-9,SALE00034682,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035203,2025-09-12T17:56:00,D0017,B000550,SALE,-1,SALE00034683,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035204,2025-09-12T08:18:00,D0018,B000560,SALE,-2,SALE00034684,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035205,2025-09-12T14:54:00,D0019,B000486,SALE,-1,SALE00034685,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035206,2025-09-12T16:39:00,D0021,B000556,SALE,-8,SALE00034686,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035207,2025-09-12T20:19:00,D0024,B000539,SALE,-6,SALE00034687,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035208,2025-09-12T16:33:00,D0026,B000568,SALE,-1,SALE00034688,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035209,2025-09-12T15:55:00,D0027,B000567,SALE,-6,SALE00034689,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035210,2025-09-12T12:04:00,D0029,B000570,SALE,-3,SALE00034690,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035211,2025-09-12T20:55:00,D0032,B000566,SALE,-2,SALE00034691,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035212,2025-09-12T09:06:00,D0033,B000534,SALE,-1,SALE00034692,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035213,2025-09-12T08:59:00,D0034,B000569,SALE,-1,SALE00034693,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035214,2025-09-12T14:12:00,D0035,B000538,SALE,-4,SALE00034694,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035215,2025-09-12T20:53:00,D0037,B000551,SALE,-1,SALE00034695,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035216,2025-09-12T10:39:00,D0038,B000552,SALE,-2,SALE00034696,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035217,2025-09-12T20:15:00,D0039,B000557,SALE,-1,SALE00034697,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035218,2025-09-12T12:45:00,D0041,B000547,SALE,-1,SALE00034698,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035219,2025-09-12T09:17:00,D0042,B000548,SALE,-8,SALE00034699,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035220,2025-09-12T09:35:00,D0043,B000549,SALE,-7,SALE00034700,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035221,2025-09-12T17:02:00,D0046,B000543,SALE,-2,SALE00034701,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035222,2025-09-12T12:56:00,D0047,B000561,SALE,-1,SALE00034702,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035223,2025-09-12T20:23:00,D0048,B000555,SALE,-6,SALE00034703,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035224,2025-09-12T08:39:00,D0049,B000553,SALE,-1,SALE00034704,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035225,2025-09-12T09:12:00,D0050,B000565,SALE,-3,SALE00034705,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035226,2025-09-13T08:55:00,D0001,B000554,SALE,-5,SALE00034706,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035227,2025-09-13T08:02:00,D0003,B000545,SALE,-2,SALE00034707,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035228,2025-09-13T19:12:00,D0005,B000533,SALE,-4,SALE00034708,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035229,2025-09-13T13:26:00,D0006,B000563,SALE,-1,SALE00034709,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035230,2025-09-13T21:13:00,D0007,B000558,SALE,-2,SALE00034710,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035231,2025-09-13T13:21:00,D0008,B000530,SALE,-1,SALE00034711,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035232,2025-09-13T16:17:00,D0009,B000544,SALE,-6,SALE00034712,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035233,2025-09-13T16:08:00,D0011,B000535,SALE,-3,SALE00034713,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035234,2025-09-13T11:39:00,D0016,B000564,SALE,-4,SALE00034714,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035235,2025-09-13T10:06:00,D0017,B000550,SALE,-1,SALE00034715,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035236,2025-09-13T10:25:00,D0018,B000560,SALE,-3,SALE00034716,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035237,2025-09-13T20:12:00,D0019,B000486,SALE,-1,SALE00034717,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035238,2025-09-13T20:03:00,D0021,B000556,SALE,-5,SALE00034718,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035239,2025-09-13T19:46:00,D0024,B000539,SALE,-1,SALE00034719,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035240,2025-09-13T16:54:00,D0027,B000567,SALE,-4,SALE00034720,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035241,2025-09-13T14:29:00,D0029,B000570,SALE,-2,SALE00034721,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035242,2025-09-13T10:02:00,D0032,B000566,SALE,-2,SALE00034722,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035243,2025-09-13T18:00:00,D0033,B000534,SALE,-1,SALE00034723,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035244,2025-09-13T18:36:00,D0034,B000569,SALE,-1,SALE00034724,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035245,2025-09-13T08:02:00,D0035,B000538,SALE,-3,SALE00034725,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035246,2025-09-13T18:23:00,D0037,B000551,SALE,-1,SALE00034726,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035247,2025-09-13T12:01:00,D0038,B000552,SALE,-1,SALE00034727,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035248,2025-09-13T10:09:00,D0039,B000557,SALE,-1,SALE00034728,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035249,2025-09-13T17:29:00,D0040,B000559,SALE,-1,SALE00034729,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035250,2025-09-13T09:17:00,D0041,B000547,SALE,-1,SALE00034730,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035251,2025-09-13T10:55:00,D0042,B000548,SALE,-8,SALE00034731,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035252,2025-09-13T17:01:00,D0043,B000549,SALE,-9,SALE00034732,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035253,2025-09-13T19:16:00,D0046,B000543,SALE,-2,SALE00034733,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035254,2025-09-13T21:58:00,D0047,B000561,SALE,-1,SALE00034734,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035255,2025-09-13T10:04:00,D0048,B000555,SALE,-7,SALE00034735,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035256,2025-09-13T10:53:00,D0049,B000553,SALE,-1,SALE00034736,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035257,2025-09-13T21:59:00,D0050,B000565,SALE,-2,SALE00034737,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035258,2025-09-14T16:47:00,D0001,B000554,SALE,-8,SALE00034738,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035259,2025-09-14T09:03:00,D0003,B000545,SALE,-2,SALE00034739,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035260,2025-09-14T19:12:00,D0005,B000533,SALE,-3,SALE00034740,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035261,2025-09-14T14:27:00,D0006,B000563,SALE,-1,SALE00034741,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035262,2025-09-14T16:01:00,D0007,B000558,SALE,-2,SALE00034742,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035263,2025-09-14T12:55:00,D0008,B000530,SALE,-1,SALE00034743,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035264,2025-09-14T21:00:00,D0009,B000544,SALE,-4,SALE00034744,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035265,2025-09-14T13:59:00,D0010,B000541,SALE,-1,SALE00034745,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035266,2025-09-14T08:22:00,D0011,B000535,SALE,-3,SALE00034746,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035267,2025-09-14T15:51:00,D0013,B000013,SALE,-1,SALE00034747,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035268,2025-09-14T10:10:00,D0014,B000518,SALE,-1,SALE00034748,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035269,2025-09-14T10:19:00,D0016,B000564,SALE,-8,SALE00034749,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035270,2025-09-14T11:33:00,D0018,B000560,SALE,-8,SALE00034750,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035271,2025-09-14T14:48:00,D0021,B000556,SALE,-6,SALE00034751,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035272,2025-09-14T09:56:00,D0024,B000539,SALE,-1,SALE00034752,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035273,2025-09-14T09:57:00,D0027,B000567,SALE,-7,SALE00034753,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
M000035274,2025-09-14T10:45:00,D0028,B000028,SALE,-1,SALE00034754,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
