PurchaseID,OrderDate,DrugID,SupplierID,OrderQuantity,UnitCost,TotalCost,DataSource,DataStatus,NotOperationalEvidence
P0000708,2026-07-02,D0045,S005,50,45.28,2264.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000709,2026-07-05,D0029,S008,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000710,2026-07-08,D0027,S008,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000711,2026-07-08,D0037,S005,52,37.45,1947.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000712,2026-07-09,D0049,S009,88,67.45,5935.6,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000713,2026-07-10,D0033,S002,50,50.94,2547.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000714,2026-07-10,D0046,S002,218,39.85,8687.3,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000715,2026-07-11,D0022,S008,50,30.61,1530.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000716,2026-07-11,D0026,S007,50,69.33,3466.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000717,2026-07-13,D0011,S001,279,41.44,11561.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000718,2026-07-15,D0005,S002,318,40.16,12770.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000719,2026-07-15,D0032,S004,178,46.34,8248.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000720,2026-07-16,D0008,S003,50,49.74,2487.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000721,2026-07-20,D0038,S008,155,2.97,460.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000722,2026-07-25,D0035,S008,296,9.66,2859.36,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000723,2026-07-28,D0024,S005,107,21.32,2281.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000724,2026-07-29,D0017,S004,50,38.03,1901.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000725,2026-07-29,D0041,S005,53,77.08,4085.24,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000726,2026-07-29,D0048,S002,414,35.18,14564.52,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000727,2026-07-31,D0001,S004,400,9.06,3624.0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000728,2026-08-03,D0010,S008,51,39.17,1997.67,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000729,2026-08-04,D0030,S006,56,24.48,1370.88,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000730,2026-08-05,D0042,S003,455,17.17,7812.35,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000731,2026-08-07,D0016,S005,389,38.64,15030.96,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000732,2026-08-10,D0013,S008,50,23.69,1184.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000733,2026-08-12,D0006,S002,108,48.96,5287.68,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000734,2026-08-14,D0007,S005,162,62.48,10121.76,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000735,2026-08-16,D0009,S003,319,18.02,5748.38,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000736,2026-08-19,D0014,S003,50,17.01,850.5,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000737,2026-08-20,D0003,S001,137,71.4,9781.8,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000738,2026-08-24,D0021,S002,426,44.94,19144.44,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000739,2026-08-26,D0043,S004,455,30.28,13777.4,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000740,2026-08-29,D0050,S009,187,18.95,3543.65,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000741,2026-09-02,D0029,S007,257,10.85,2788.45,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000742,2026-09-02,D0039,S008,53,47.42,2513.26,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000743,2026-09-04,D0027,S003,449,18.01,8086.49,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000744,2026-09-08,D0018,S009,426,64.47,27464.22,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
P0000745,2026-09-08,D0034,S007,95,28.69,2725.55,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
