RequestID,Timestamp,DrugID,RequestedQuantity,FulfilledQuantity,UnfulfilledQuantity,DataSource,DataStatus,NotOperationalEvidence
R00035388,2025-10-03,D0043,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035389,2025-10-03,D0045,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035390,2025-10-03,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035391,2025-10-03,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035392,2025-10-03,D0048,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035393,2025-10-03,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035394,2025-10-03,D0050,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035395,2025-10-04,D0001,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035396,2025-10-04,D0003,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035397,2025-10-04,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035398,2025-10-04,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035399,2025-10-04,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035400,2025-10-04,D0007,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035401,2025-10-04,D0009,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035402,2025-10-04,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035403,2025-10-04,D0011,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035404,2025-10-04,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035405,2025-10-04,D0016,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035406,2025-10-04,D0018,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035407,2025-10-04,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035408,2025-10-04,D0021,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035409,2025-10-04,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035410,2025-10-04,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035411,2025-10-04,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035412,2025-10-04,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035413,2025-10-04,D0032,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035414,2025-10-04,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035415,2025-10-04,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035416,2025-10-04,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035417,2025-10-04,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035418,2025-10-04,D0042,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035419,2025-10-04,D0043,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035420,2025-10-04,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035421,2025-10-04,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035422,2025-10-04,D0048,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035423,2025-10-04,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035424,2025-10-04,D0050,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035425,2025-10-05,D0001,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035426,2025-10-05,D0003,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035427,2025-10-05,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035428,2025-10-05,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035429,2025-10-05,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035430,2025-10-05,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035431,2025-10-05,D0009,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035432,2025-10-05,D0011,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035433,2025-10-05,D0016,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035434,2025-10-05,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035435,2025-10-05,D0018,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035436,2025-10-05,D0021,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035437,2025-10-05,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035438,2025-10-05,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035439,2025-10-05,D0027,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035440,2025-10-05,D0029,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035441,2025-10-05,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035442,2025-10-05,D0032,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035443,2025-10-05,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035444,2025-10-05,D0035,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035445,2025-10-05,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035446,2025-10-05,D0042,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035447,2025-10-05,D0043,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035448,2025-10-05,D0046,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035449,2025-10-05,D0048,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035450,2025-10-05,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035451,2025-10-05,D0050,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035452,2025-10-06,D0001,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035453,2025-10-06,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035454,2025-10-06,D0004,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035455,2025-10-06,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035456,2025-10-06,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035457,2025-10-06,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035458,2025-10-06,D0009,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035459,2025-10-06,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035460,2025-10-06,D0011,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035461,2025-10-06,D0015,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035462,2025-10-06,D0016,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035463,2025-10-06,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035464,2025-10-06,D0018,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035465,2025-10-06,D0021,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035466,2025-10-06,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035467,2025-10-06,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035468,2025-10-06,D0027,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035469,2025-10-06,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035470,2025-10-06,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035471,2025-10-06,D0032,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035472,2025-10-06,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035473,2025-10-06,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035474,2025-10-06,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035475,2025-10-06,D0038,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035476,2025-10-06,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035477,2025-10-06,D0042,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035478,2025-10-06,D0043,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035479,2025-10-06,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035480,2025-10-06,D0046,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035481,2025-10-06,D0048,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035482,2025-10-06,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035483,2025-10-06,D0050,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035484,2025-10-07,D0001,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035485,2025-10-07,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035486,2025-10-07,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035487,2025-10-07,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035488,2025-10-07,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035489,2025-10-07,D0009,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035490,2025-10-07,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035491,2025-10-07,D0011,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035492,2025-10-07,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035493,2025-10-07,D0016,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035494,2025-10-07,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035495,2025-10-07,D0018,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035496,2025-10-07,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035497,2025-10-07,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035498,2025-10-07,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035499,2025-10-07,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035500,2025-10-07,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035501,2025-10-07,D0029,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035502,2025-10-07,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035503,2025-10-07,D0032,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035504,2025-10-07,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035505,2025-10-07,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035506,2025-10-07,D0035,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035507,2025-10-07,D0038,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035508,2025-10-07,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035509,2025-10-07,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035510,2025-10-07,D0042,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035511,2025-10-07,D0043,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035512,2025-10-07,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035513,2025-10-07,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035514,2025-10-07,D0048,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035515,2025-10-07,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035516,2025-10-07,D0050,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035517,2025-10-08,D0001,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035518,2025-10-08,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035519,2025-10-08,D0005,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035520,2025-10-08,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035521,2025-10-08,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035522,2025-10-08,D0009,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035523,2025-10-08,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035524,2025-10-08,D0015,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035525,2025-10-08,D0016,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035526,2025-10-08,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035527,2025-10-08,D0018,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035528,2025-10-08,D0021,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035529,2025-10-08,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035530,2025-10-08,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035531,2025-10-08,D0027,8,8,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035532,2025-10-08,D0029,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035533,2025-10-08,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035534,2025-10-08,D0032,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035535,2025-10-08,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035536,2025-10-08,D0035,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035537,2025-10-08,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035538,2025-10-08,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035539,2025-10-08,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035540,2025-10-08,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035541,2025-10-08,D0042,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035542,2025-10-08,D0043,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035543,2025-10-08,D0044,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035544,2025-10-08,D0045,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035545,2025-10-08,D0046,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035546,2025-10-08,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035547,2025-10-08,D0048,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035548,2025-10-08,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035549,2025-10-08,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035550,2025-10-09,D0001,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035551,2025-10-09,D0003,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035552,2025-10-09,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035553,2025-10-09,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035554,2025-10-09,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035555,2025-10-09,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035556,2025-10-09,D0009,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035557,2025-10-09,D0011,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035558,2025-10-09,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035559,2025-10-09,D0016,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035560,2025-10-09,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035561,2025-10-09,D0018,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035562,2025-10-09,D0021,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035563,2025-10-09,D0023,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035564,2025-10-09,D0024,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035565,2025-10-09,D0026,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035566,2025-10-09,D0027,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035567,2025-10-09,D0029,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035568,2025-10-09,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035569,2025-10-09,D0031,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035570,2025-10-09,D0032,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035571,2025-10-09,D0033,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035572,2025-10-09,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035573,2025-10-09,D0035,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035574,2025-10-09,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035575,2025-10-09,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035576,2025-10-09,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035577,2025-10-09,D0041,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035578,2025-10-09,D0042,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035579,2025-10-09,D0043,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035580,2025-10-09,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035581,2025-10-09,D0048,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035582,2025-10-09,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035583,2025-10-09,D0050,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035584,2025-10-10,D0001,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035585,2025-10-10,D0002,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035586,2025-10-10,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035587,2025-10-10,D0005,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035588,2025-10-10,D0006,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035589,2025-10-10,D0007,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035590,2025-10-10,D0009,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035591,2025-10-10,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035592,2025-10-10,D0011,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035593,2025-10-10,D0012,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035594,2025-10-10,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035595,2025-10-10,D0014,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035596,2025-10-10,D0016,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035597,2025-10-10,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035598,2025-10-10,D0018,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035599,2025-10-10,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035600,2025-10-10,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035601,2025-10-10,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035602,2025-10-10,D0027,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035603,2025-10-10,D0029,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035604,2025-10-10,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035605,2025-10-10,D0032,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035606,2025-10-10,D0034,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035607,2025-10-10,D0035,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035608,2025-10-10,D0038,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035609,2025-10-10,D0039,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035610,2025-10-10,D0042,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035611,2025-10-10,D0043,11,11,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035612,2025-10-10,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035613,2025-10-10,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035614,2025-10-10,D0048,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035615,2025-10-10,D0049,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035616,2025-10-10,D0050,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035617,2025-10-11,D0001,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035618,2025-10-11,D0003,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035619,2025-10-11,D0005,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035620,2025-10-11,D0006,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035621,2025-10-11,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035622,2025-10-11,D0008,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035623,2025-10-11,D0009,9,9,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035624,2025-10-11,D0011,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035625,2025-10-11,D0013,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035626,2025-10-11,D0016,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035627,2025-10-11,D0017,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035628,2025-10-11,D0018,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035629,2025-10-11,D0021,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035630,2025-10-11,D0022,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035631,2025-10-11,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035632,2025-10-11,D0027,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035633,2025-10-11,D0029,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035634,2025-10-11,D0030,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035635,2025-10-11,D0032,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035636,2025-10-11,D0034,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035637,2025-10-11,D0035,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035638,2025-10-11,D0037,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035639,2025-10-11,D0038,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035640,2025-10-11,D0042,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035641,2025-10-11,D0043,7,7,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035642,2025-10-11,D0046,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035643,2025-10-11,D0047,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035644,2025-10-11,D0048,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035645,2025-10-11,D0049,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035646,2025-10-11,D0050,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035647,2025-10-12,D0001,4,4,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035648,2025-10-12,D0003,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035649,2025-10-12,D0005,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035650,2025-10-12,D0006,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035651,2025-10-12,D0007,2,2,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035652,2025-10-12,D0009,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035653,2025-10-12,D0010,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035654,2025-10-12,D0011,3,3,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035655,2025-10-12,D0016,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035656,2025-10-12,D0018,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035657,2025-10-12,D0019,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035658,2025-10-12,D0021,5,5,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035659,2025-10-12,D0024,1,1,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
R00035660,2025-10-12,D0027,6,6,0,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
