DeliveryID,PurchaseID,DrugID,SupplierID,OrderDate,DeliveryDate,LeadTimeDays,OrderedQuantity,ReceivedQuantity,OnTime,DataSource,DataStatus,NotOperationalEvidence
DEL0000570,P0000570,D0030,S003,2025-12-21,2025-12-31,10,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000571,P0000571,D0001,S004,2025-12-22,2025-12-29,7,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000572,P0000572,D0021,S005,2025-12-24,2025-12-26,2,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000573,P0000573,D0045,S001,2025-12-24,2026-01-02,9,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000574,P0000574,D0017,S006,2025-12-25,2025-12-31,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000575,P0000575,D0008,S005,2026-01-01,2026-01-03,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000576,P0000576,D0049,S001,2026-01-01,2026-01-11,10,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000577,P0000577,D0038,S003,2026-01-03,2026-01-10,7,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000578,P0000578,D0029,S004,2026-01-05,2026-01-14,9,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000579,P0000579,D0048,S004,2026-01-05,2026-01-20,15,414,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000580,P0000580,D0027,S001,2026-01-07,2026-01-18,11,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000581,P0000581,D0026,S004,2026-01-09,2026-01-20,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000582,P0000582,D0018,S009,2026-01-10,2026-01-20,10,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000583,P0000583,D0006,S001,2026-01-12,2026-01-21,9,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000584,P0000584,D0037,S008,2026-01-14,2026-01-16,2,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000585,P0000585,D0016,S009,2026-01-16,2026-01-22,6,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000586,P0000586,D0007,S007,2026-01-18,2026-01-22,4,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000587,P0000587,D0039,S004,2026-01-19,2026-01-30,11,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000588,P0000588,D0050,S005,2026-01-19,2026-01-21,2,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000589,P0000589,D0034,S002,2026-01-20,2026-01-30,10,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000590,P0000590,D0047,S004,2026-01-24,2026-02-05,12,52,44,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000591,P0000591,D0042,S004,2026-01-26,2026-02-03,8,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000592,P0000592,D0024,S002,2026-01-27,2026-02-10,14,107,89,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000593,P0000593,D0041,S005,2026-01-27,2026-01-29,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000594,P0000594,D0009,S005,2026-01-28,2026-02-03,6,319,294,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000595,P0000595,D0031,S010,2026-02-01,2026-02-13,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000596,P0000596,D0033,S010,2026-02-02,2026-02-13,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000597,P0000597,D0040,S004,2026-02-02,2026-02-10,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000598,P0000598,D0014,S003,2026-02-03,2026-02-10,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000599,P0000599,D0032,S009,2026-02-04,2026-02-08,4,178,158,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000600,P0000600,D0005,S007,2026-02-05,2026-02-07,2,318,280,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000601,P0000601,D0003,S010,2026-02-06,2026-02-16,10,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000602,P0000602,D0011,S001,2026-02-07,2026-02-24,17,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000603,P0000603,D0043,S010,2026-02-07,2026-02-17,10,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000604,P0000604,D0022,S007,2026-02-08,2026-02-10,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000605,P0000605,D0046,S007,2026-02-09,2026-02-12,3,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000606,P0000606,D0002,S009,2026-02-10,2026-02-16,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000607,P0000607,D0001,S002,2026-02-11,2026-02-21,10,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000608,P0000608,D0021,S010,2026-02-13,2026-02-22,9,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000609,P0000609,D0030,S001,2026-02-14,2026-02-25,11,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000610,P0000610,D0010,S009,2026-02-15,2026-02-22,7,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000611,P0000611,D0035,S010,2026-02-16,2026-02-27,11,296,253,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000612,P0000612,D0017,S002,2026-02-18,2026-03-04,14,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000613,P0000613,D0029,S004,2026-02-21,2026-03-01,8,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000614,P0000614,D0049,S005,2026-02-22,2026-02-24,2,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000615,P0000615,D0038,S001,2026-02-23,2026-03-01,6,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000616,P0000616,D0027,S002,2026-02-24,2026-03-05,9,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000617,P0000617,D0048,S010,2026-02-24,2026-03-07,11,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000618,P0000618,D0018,S010,2026-03-03,2026-03-15,12,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000619,P0000619,D0012,S006,2026-03-05,2026-03-27,22,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000620,P0000620,D0016,S001,2026-03-06,2026-03-15,9,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000621,P0000621,D0024,S007,2026-03-07,2026-03-10,3,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000622,P0000622,D0006,S001,2026-03-08,2026-03-14,6,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000623,P0000623,D0007,S006,2026-03-08,2026-03-20,12,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000624,P0000624,D0041,S004,2026-03-08,2026-03-20,12,53,47,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000625,P0000625,D0047,S004,2026-03-11,2026-03-18,7,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000626,P0000626,D0025,S004,2026-03-12,2026-03-19,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000627,P0000627,D0037,S008,2026-03-12,2026-03-16,4,52,45,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000628,P0000628,D0050,S006,2026-03-13,2026-03-22,9,187,161,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000629,P0000629,D0008,S004,2026-03-14,2026-03-19,5,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000630,P0000630,D0009,S001,2026-03-14,2026-03-26,12,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000631,P0000631,D0034,S001,2026-03-16,2026-03-28,12,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000632,P0000632,D0039,S007,2026-03-16,2026-03-19,3,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000633,P0000633,D0042,S010,2026-03-18,2026-03-28,10,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000634,P0000634,D0003,S003,2026-03-22,2026-03-31,9,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000635,P0000635,D0001,S003,2026-03-23,2026-04-02,10,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000636,P0000636,D0019,S005,2026-03-23,2026-04-03,11,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000637,P0000637,D0043,S005,2026-03-23,2026-03-28,5,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000638,P0000638,D0005,S009,2026-03-25,2026-03-27,2,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000639,P0000639,D0032,S010,2026-03-25,2026-04-05,11,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000640,P0000640,D0021,S007,2026-03-27,2026-03-29,2,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000641,P0000641,D0011,S001,2026-03-28,2026-04-04,7,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000642,P0000642,D0046,S003,2026-03-31,2026-04-10,10,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000643,P0000643,D0035,S009,2026-04-01,2026-04-03,2,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000644,P0000644,D0029,S002,2026-04-02,2026-04-08,6,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000645,P0000645,D0049,S005,2026-04-05,2026-04-07,2,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000646,P0000646,D0017,S006,2026-04-06,2026-04-11,5,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000647,P0000647,D0014,S007,2026-04-10,2026-04-14,4,50,47,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000648,P0000648,D0026,S008,2026-04-10,2026-04-16,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000649,P0000649,D0027,S001,2026-04-10,2026-04-21,11,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000650,P0000650,D0038,S006,2026-04-12,2026-04-23,11,155,133,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000651,P0000651,D0030,S004,2026-04-14,2026-04-25,11,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000652,P0000652,D0048,S009,2026-04-14,2026-04-18,4,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000653,P0000653,D0010,S004,2026-04-15,2026-04-27,12,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000654,P0000654,D0041,S002,2026-04-17,2026-04-29,12,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000655,P0000655,D0024,S001,2026-04-19,2026-04-26,7,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000656,P0000656,D0028,S003,2026-04-20,2026-04-28,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000657,P0000657,D0033,S008,2026-04-22,2026-04-28,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000658,P0000658,D0016,S003,2026-04-23,2026-04-30,7,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000659,P0000659,D0006,S005,2026-04-24,2026-04-26,2,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000660,P0000660,D0007,S003,2026-04-26,2026-05-02,6,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000661,P0000661,D0009,S004,2026-04-26,2026-05-05,9,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000662,P0000662,D0022,S006,2026-04-26,2026-05-12,16,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000663,P0000663,D0042,S008,2026-04-26,2026-04-28,2,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000664,P0000664,D0050,S003,2026-04-26,2026-05-05,9,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000665,P0000665,D0018,S008,2026-04-29,2026-05-04,5,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000666,P0000666,D0037,S001,2026-04-29,2026-05-04,5,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000667,P0000667,D0001,S010,2026-04-30,2026-05-11,11,400,364,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000668,P0000668,D0034,S002,2026-05-02,2026-05-14,12,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000669,P0000669,D0039,S008,2026-05-02,2026-05-04,2,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000670,P0000670,D0044,S004,2026-05-02,2026-05-10,8,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000671,P0000671,D0047,S002,2026-05-02,2026-05-06,4,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000672,P0000672,D0003,S007,2026-05-06,2026-05-08,2,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000673,P0000673,D0021,S010,2026-05-08,2026-05-20,12,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000674,P0000674,D0043,S008,2026-05-08,2026-05-11,3,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000675,P0000675,D0008,S009,2026-05-09,2026-05-18,9,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000676,P0000676,D0005,S006,2026-05-15,2026-06-03,19,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000677,P0000677,D0029,S003,2026-05-15,2026-05-23,8,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000678,P0000678,D0032,S001,2026-05-15,2026-05-21,6,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000679,P0000679,D0011,S007,2026-05-16,2026-05-18,2,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000680,P0000680,D0046,S004,2026-05-16,2026-05-25,9,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000681,P0000681,D0049,S005,2026-05-19,2026-05-21,2,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000682,P0000682,D0035,S006,2026-05-21,2026-06-05,15,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000683,P0000683,D0038,S008,2026-05-21,2026-05-23,2,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000684,P0000684,D0040,S002,2026-05-24,2026-06-07,14,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000685,P0000685,D0017,S002,2026-05-27,2026-06-08,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000686,P0000686,D0027,S010,2026-05-28,2026-06-07,10,449,372,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000687,P0000687,D0031,S010,2026-05-31,2026-06-12,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000688,P0000688,D0014,S004,2026-06-02,2026-06-09,7,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000689,P0000689,D0010,S003,2026-06-03,2026-06-12,9,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000690,P0000690,D0024,S003,2026-06-03,2026-06-09,6,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000691,P0000691,D0048,S007,2026-06-03,2026-06-05,2,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000692,P0000692,D0030,S006,2026-06-05,2026-06-18,13,56,48,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000693,P0000693,D0041,S009,2026-06-06,2026-06-12,6,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000694,P0000694,D0001,S005,2026-06-10,2026-06-12,2,400,400,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000695,P0000695,D0016,S004,2026-06-10,2026-06-16,6,389,389,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000696,P0000696,D0042,S007,2026-06-10,2026-06-12,2,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000697,P0000697,D0006,S010,2026-06-14,2026-06-24,10,108,108,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000698,P0000698,D0007,S007,2026-06-14,2026-06-18,4,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000699,P0000699,D0009,S007,2026-06-17,2026-06-22,5,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000700,P0000700,D0050,S003,2026-06-19,2026-06-27,8,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000701,P0000701,D0003,S005,2026-06-23,2026-06-25,2,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000702,P0000702,D0021,S002,2026-06-26,2026-07-10,14,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000703,P0000703,D0018,S005,2026-06-27,2026-06-29,2,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000704,P0000704,D0034,S004,2026-06-28,2026-07-08,10,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000705,P0000705,D0039,S010,2026-06-28,2026-07-07,9,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000706,P0000706,D0043,S005,2026-07-01,2026-07-07,6,455,421,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000707,P0000707,D0047,S004,2026-07-01,2026-07-10,9,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000708,P0000708,D0045,S005,2026-07-02,2026-07-05,3,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000709,P0000709,D0029,S008,2026-07-05,2026-07-07,2,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000710,P0000710,D0027,S008,2026-07-08,2026-07-13,5,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000711,P0000711,D0037,S005,2026-07-08,2026-07-10,2,52,52,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000712,P0000712,D0049,S009,2026-07-09,2026-07-16,7,88,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000713,P0000713,D0033,S002,2026-07-10,2026-07-22,12,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000714,P0000714,D0046,S002,2026-07-10,2026-07-20,10,218,218,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000715,P0000715,D0022,S008,2026-07-11,2026-07-17,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000716,P0000716,D0026,S007,2026-07-11,2026-07-17,6,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000717,P0000717,D0011,S001,2026-07-13,2026-07-21,8,279,279,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000718,P0000718,D0005,S002,2026-07-15,2026-07-26,11,318,318,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000719,P0000719,D0032,S004,2026-07-15,2026-07-25,10,178,178,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000720,P0000720,D0008,S003,2026-07-16,2026-07-20,4,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000721,P0000721,D0038,S008,2026-07-20,2026-07-22,2,155,155,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000722,P0000722,D0035,S008,2026-07-25,2026-07-28,3,296,296,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000723,P0000723,D0024,S005,2026-07-28,2026-07-30,2,107,107,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000724,P0000724,D0017,S004,2026-07-29,2026-08-12,14,50,46,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000725,P0000725,D0041,S005,2026-07-29,2026-08-02,4,53,53,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000726,P0000726,D0048,S002,2026-07-29,2026-08-13,15,414,414,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000727,P0000727,D0001,S004,2026-07-31,2026-08-07,7,400,322,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000728,P0000728,D0010,S008,2026-08-03,2026-08-05,2,51,51,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000729,P0000729,D0030,S006,2026-08-04,2026-08-18,14,56,56,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000730,P0000730,D0042,S003,2026-08-05,2026-08-14,9,455,455,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000731,P0000731,D0016,S005,2026-08-07,2026-08-11,4,389,335,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000732,P0000732,D0013,S008,2026-08-10,2026-08-12,2,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000733,P0000733,D0006,S002,2026-08-12,2026-08-24,12,108,88,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000734,P0000734,D0007,S005,2026-08-14,2026-08-17,3,162,162,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000735,P0000735,D0009,S003,2026-08-16,2026-08-23,7,319,319,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000736,P0000736,D0014,S003,2026-08-19,2026-08-29,10,50,50,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000737,P0000737,D0003,S001,2026-08-20,2026-08-29,9,137,137,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000738,P0000738,D0021,S002,2026-08-24,2026-09-05,12,426,426,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000739,P0000739,D0043,S004,2026-08-26,2026-09-03,8,455,388,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000740,P0000740,D0050,S009,2026-08-29,2026-09-07,9,187,187,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000741,P0000741,D0029,S007,2026-09-02,2026-09-08,6,257,257,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000742,P0000742,D0039,S008,2026-09-02,2026-09-04,2,53,49,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000743,P0000743,D0027,S003,2026-09-04,2026-09-13,9,449,449,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000744,P0000744,D0018,S009,2026-09-08,2026-09-19,11,426,342,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
DEL0000745,P0000745,D0034,S007,2026-09-08,2026-09-10,2,95,95,TRUE,SIMULATED_REEM_V2,DEVELOPMENT,TRUE
